UPV (m/s),ER (ohm-cm),FS (MPa),TS (MPa),CS (MPa)
3738.0011,5.1051,3.9586,2.0528,25.8159
3740.1392,5.1051,4.0195,2.0482,25.9412
3734.3926,5.1051,3.9553,2.0043,25.8818
3735.2812,5.1051,3.9762,2.1056,26.0879
3739.8748,5.1051,3.8895,2.1001,26.0295
3733.7266,5.1051,4.0074,2.0872,25.9428
3738.4359,5.1051,4.0103,2.1086,26.3548
3732.706,5.1051,4.0214,2.0363,25.7796
3736.5037,5.1051,3.9941,2.0084,26.028
3736.0536,5.1051,4.0196,2.0407,26.1433
3735.8608,5.4695,3.9503,2.16,25.9609
3731.5369,5.6632,3.9945,2.1367,25.9164
3736.0836,5.2438,4.0247,2.1229,25.9689
3733.8289,5.6781,3.9696,2.1387,26.1228
3742.1502,5.5356,4.0212,2.0804,25.9115
3733.745,5.4901,4.0289,2.1667,26.0656
3734.847,5.6926,4.0043,2.0993,26.2478
3733.0083,5.9774,3.9927,2.0767,25.9932
3733.7885,5.9684,4.0189,2.106,26.3258
3730.436,5.9108,4.0121,2.0808,26.0468
3730.5706,5.2584,4.0191,2.1129,26.0833
3738.3856,5.7342,3.9665,2.0974,26.285
3741.5257,5.2848,4.0323,2.1083,26.1137
3739.0301,5.5783,4.0178,2.1428,26.012
3733.4009,5.1502,3.9824,2.1105,26.2669
3739.919,5.9666,4.0337,2.1051,26.086
3731.0322,5.6515,3.979,2.1517,26.0656
3730.6456,6.0468,3.9976,2.1377,26.1702
3731.7078,5.8523,4.0334,2.0781,26.0402
3737.2427,5.5067,4.0028,2.157,26.0862
3162.3671,7.1435,5.2459,2.2562,35.1881
3187.7828,7.0981,5.3285,2.2514,34.9722
3170.5714,7.1142,5.3292,2.2563,35.2599
3188.3139,7.0871,5.4177,2.259,34.8647
3143.8871,7.1313,5.3588,2.2611,34.8221
3152.0882,7.1133,5.3283,2.2536,34.7868
3151.8485,7.1338,5.2607,2.2522,34.7504
3142.0332,7.1409,5.3512,2.2519,35.0003
3187.8703,7.1342,5.288,2.2626,35.1215
3191.9374,7.0735,5.4081,2.2624,35.2101
3170.5277,7.141,5.2135,2.252,34.9989
3177.9118,7.1104,5.3014,2.2563,34.9586
3152.6498,7.1093,5.4087,2.2574,34.8667
3168.6012,7.1088,5.2736,2.2561,35.2193
3155.6428,7.1187,5.2888,2.2514,34.9192
3146.6054,7.1401,5.2943,2.2538,34.9942
3151.8731,7.0965,5.3095,2.2524,35.1736
3185.6026,7.0707,5.2448,2.2573,34.7755
3181.0328,7.084,5.363,2.2606,34.9561
3156.4832,7.0792,5.3702,2.2588,35.0338
3156.8582,6.9439,5.3424,2.2429,35.6793
3142.0964,6.3148,5.3819,2.2468,35.3952
3175.2472,6.5117,5.4122,2.2272,35.1926
3144.8771,6.4843,5.3731,2.2321,35.5778
3174.1885,6.3651,5.342,2.2444,35.2727
3161.3607,6.353,5.3632,2.2365,35.2939
3169.0505,6.8435,5.3511,2.2263,35.4192
3168.6651,6.4995,5.3478,2.2329,35.1084
3164.3571,6.3181,5.3892,2.2226,34.9814
3182.2575,6.5685,5.4221,2.2276,35.3187
3155.8497,6.5183,5.4232,2.2258,35.6048
3177.7797,6.8066,5.39,2.2284,35.1477
3144.5878,6.7332,5.3522,2.2247,34.8555
3153.5088,6.6345,5.4036,2.2319,35.1846
3147.5786,6.8807,5.3782,2.232,35.0419
3165.4474,6.7619,5.3272,2.251,35.1424
3165.9093,6.4798,5.4042,2.2336,35.5715
3161.2465,6.2654,5.3484,2.2244,35.1446
3142.123,6.2442,5.3832,2.2371,35.1312
3153.8583,6.7044,5.3852,2.2406,35.1017
3136.4132,6.2828,5.3898,2.2217,35.6676
3175.4084,6.273,5.3612,2.2391,35.6083
3169.1965,6.2409,5.3326,2.2294,35.6941
3175.4987,6.2495,5.3817,2.2391,35.5246
3179.8299,6.2001,5.3703,2.2312,35.6097
3165.2109,6.2717,5.3704,2.2296,35.5898
3171.2421,6.2115,5.4109,2.2202,35.5268
3163.9028,6.2625,5.3769,2.2256,35.678
3142.7135,6.2822,5.3651,2.237,35.4921
3157.1425,6.2574,5.3236,2.2243,35.3876
3145.1028,6.2038,5.4246,2.2337,35.6165
3174.4264,6.2498,5.3734,2.2348,35.3487
3151.5201,6.2821,5.3842,2.222,35.7003
3173.8135,6.2252,5.3925,2.2358,35.5422
3162.7951,6.2188,5.426,2.2409,35.7353
3160.2065,6.2144,5.3955,2.2362,35.6278
3150.2622,6.2374,5.4043,2.2243,35.7364
3158.4204,6.2165,5.3967,2.2236,35.6434
3143.3551,6.2243,5.4115,2.2395,35.6665
3152.9773,6.2332,5.4135,2.2257,35.6044
3147.3735,6.5798,5.3576,2.2414,35.1692
3157.1576,6.9834,5.3918,2.2414,35.1843
3146.3615,7.0431,5.3267,2.2414,34.9918
3157.1007,6.513,5.3158,2.2414,34.8654
3137.4209,6.3939,5.4111,2.2414,34.8494
3145.8089,7.0617,5.3797,2.2414,35.1498
3155.4264,6.9039,5.421,2.2414,35.0404
3149.3377,6.421,5.4255,2.2414,35.0851
3148.697,6.3992,5.4112,2.2414,35.0232
3153.0168,6.2889,5.3178,2.2414,35.1315
3150.8078,6.3956,5.4202,2.2414,35.2137
3144.1872,6.3367,5.3518,2.2414,35.0598
3151.7267,6.8772,5.3266,2.2414,35.1696
3138.5511,6.8044,5.3929,2.2414,35.2314
3154.1771,6.3501,5.3914,2.2414,34.843
3154.3849,6.5513,5.356,2.2414,35.0622
3140.8234,6.5496,5.332,2.2414,34.8401
3146.5672,6.6765,5.3741,2.2414,34.9234
3153.4274,6.347,5.3938,2.2414,35.2393
3153.5207,6.7091,5.41,2.2414,34.9579
3535.2197,16.1007,5.5339,2.3559,35.9024
3529.6511,16.1007,5.696,2.3545,35.8986
3534.8858,16.1007,5.6412,2.3505,35.893
3536.7849,16.1007,5.6904,2.3512,35.8725
3532.8021,16.1007,5.7748,2.3452,35.9064
3536.4826,16.1007,5.5344,2.3477,35.8731
3533.5629,16.1007,5.3959,2.3546,35.8819
3532.8093,16.1007,5.4889,2.3566,35.9137
3536.3918,16.1007,5.7411,2.3474,35.9116
3533.5867,16.1007,5.6922,2.3487,35.8838
3533.4665,16.1007,5.3971,2.3458,35.8786
3529.4545,16.1007,5.5847,2.3525,35.8964
3535.5771,16.1007,5.56,2.3544,35.9148
3532.2864,16.1007,5.5919,2.3482,35.9148
3531.4918,16.1007,5.5458,2.3525,35.8954
3534.291,16.1007,5.6246,2.3508,35.8795
3534.1491,16.1007,5.6107,2.3557,35.9114
3533.3246,16.1007,5.581,2.3452,35.8862
3530.0715,16.1007,5.7816,2.3504,35.9145
3533.3712,16.1007,5.7929,2.356,35.8612
3530.7703,16.1007,5.6333,2.3521,36.0746
3535.3389,16.1007,5.7179,2.3481,36.1279
3535.2721,16.1007,5.6627,2.3567,35.9723
3533.1773,16.1007,5.6728,2.3575,36.0178
3534.2274,16.1007,5.7903,2.3529,35.9747
3529.6983,16.1007,5.7005,2.3495,36.0136
3530.7439,16.1007,5.77,2.3585,36.0373
3534.7821,16.1007,5.7078,2.3542,36.0793
3531.9886,16.1007,5.7559,2.3473,35.9345
3530.4994,16.1007,5.6488,2.3481,36.0805
3533.9794,16.1007,5.7323,2.355,35.9999
3532.1817,16.1007,5.7734,2.3525,35.9903
3536.0769,16.1007,5.6259,2.3454,35.9908
3529.2456,16.1007,5.7149,2.3525,35.965
3532.2659,16.1007,5.6041,2.3582,36.1974
3532.0844,16.1007,5.6683,2.3546,36.1914
3533.4527,16.1007,5.7881,2.3581,36.1575
3535.951,16.1007,5.6697,2.3572,36.1313
3531.4548,16.1007,5.6162,2.3528,35.9713
3532.5292,16.1007,5.6663,2.3546,36.0247
3541.4525,16.0825,5.6296,2.3522,36.1337
3538.0045,16.0715,5.7896,2.3534,36.2095
3542.2519,16.0898,5.6823,2.3574,36.082
3537.3984,16.0686,5.6194,2.3575,35.9271
3540.8726,16.065,5.7343,2.356,35.9571
3539.5012,16.0782,5.6184,2.3525,35.9904
3539.0695,16.0757,5.7273,2.3585,36.0325
3541.1386,16.0906,5.6395,2.3568,36.0938
3539.5213,16.099,5.7923,2.3583,36.0071
3537.4887,16.0679,5.6366,2.3535,35.902
3538.6251,16.0916,5.6721,2.3522,35.9017
3537.583,16.0757,5.7489,2.3528,35.977
3538.8733,16.0678,5.7641,2.3542,35.9076
3539.4828,16.0947,5.6478,2.3566,35.9489
3538.8448,16.0774,5.7696,2.3517,36.1602
3538.5528,16.0711,5.6812,2.3523,36.006
3539.0768,16.0765,5.7041,2.3516,36.0696
3542.2254,16.0881,5.6264,2.3519,36.1728
3540.8435,16.0817,5.6702,2.3528,36.1502
3539.2088,16.091,5.6166,2.354,36.1299
3528.274,16.1062,5.6481,2.3511,36.3871
3539.5786,16.1367,5.5924,2.3511,36.1788
3527.0903,16.0647,5.7203,2.3511,36.4062
3531.5124,16.0755,5.7624,2.3511,36.0277
3534.1985,16.0971,5.6647,2.3511,35.814
3530.7411,16.0962,5.635,2.3511,36.266
3539.7612,16.1419,5.6854,2.3511,36.0472
3539.2646,16.0681,5.7843,2.3511,36.624
3533.1521,16.1158,5.7769,2.3511,36.5896
3526.3305,16.1141,5.6224,2.3511,36.1452
3529.1907,16.1214,5.7553,2.3511,35.8271
3537.7996,16.1093,5.7926,2.3511,36.3864
3541.2198,16.1445,5.7186,2.3511,36.5297
3533.5866,16.1441,5.593,2.3511,36.6459
3528.9334,16.0776,5.7309,2.3511,35.8548
3542.1639,16.1334,5.752,2.3511,36.1951
3531.9094,16.0746,5.6677,2.3511,36.3094
3530.9018,16.1564,5.5914,2.3511,36.3995
3534.7699,16.1614,5.7601,2.3511,36.4279
3540.689,16.1693,5.7768,2.3511,36.3678
4278.9487,10.5774,5.9867,3.4563,50.8225
4239.4914,9.2392,5.962,3.489,49.6733
4258.1608,10.2276,5.9414,3.4769,51.3204
4252.9457,9.0796,5.9677,3.5115,47.2997
4250.3629,9.7822,5.9821,3.5912,49.673
4244.1954,9.996,5.9417,3.5078,48.3153
4252.4814,9.3426,5.9423,3.5695,50.7748
4280.3492,9.1972,5.9677,3.5171,47.8887
4236.8196,10.5089,5.8745,3.4459,49.0288
4252.4041,10.5993,5.9305,3.5828,48.8062
4246.9598,9.4456,5.8934,3.4431,50.7695
4262.5187,9.867,5.9692,3.4609,50.091
4265.0474,10.2582,5.8741,3.593,47.964
4241.1756,9.5264,5.876,3.4691,48.4649
4262.5057,9.0378,5.8862,3.5572,47.6296
4271.4969,9.1499,5.918,3.5993,50.0665
4251.644,9.5695,5.9199,3.544,49.6111
4272.5928,9.4112,5.953,3.4983,47.7926
4277.0193,9.7713,5.966,3.5428,47.6923
4240.8731,10.0681,5.8648,3.5179,49.1809
4238.25,9.0563,5.9098,3.607,44.0493
4260.3659,9.3961,5.8664,3.5596,46.9914
4281.5988,9.4285,5.8843,3.5861,51.2833
4236.4186,9.1312,5.8601,3.5102,51.1104
4222.0158,9.3917,5.8592,3.5166,44.901
4249.7301,9.5163,5.9487,3.4607,47.8246
4250.5243,9.2043,5.8944,3.4535,48.3927
4218.5526,9.155,5.9123,3.5195,45.0285
4246.1298,9.4661,5.9259,3.5955,48.5444
4235.3737,9.6146,5.9364,3.5137,47.1552
4269.8142,9.4433,5.9794,3.4906,45.6731
4273.4993,9.0652,5.9547,3.4793,44.3521
4253.2154,9.5039,5.9665,3.5972,48.8387
4222.0375,9.5068,5.9019,3.496,46.1818
4226.2703,9.2717,5.9379,3.5851,43.4977
4215.2735,9.5079,5.8572,3.5954,50.9276
4267.2764,9.5728,5.9595,3.4951,46.7034
4245.7239,9.2999,5.9284,3.4839,48.1344
4255.9439,9.418,5.984,3.527,49.0003
4267.9733,9.1986,5.8823,3.5393,49.3748
4250.7681,9.6399,5.8928,3.5363,49.3152
4261.9699,10.2602,5.8847,3.5917,51.1929
4225.2735,10.1253,5.871,3.536,44.7713
4216.3618,10.0321,5.8595,3.5478,49.493
4232.7107,10.2167,5.8948,3.5734,44.8446
4249.1207,9.6752,5.9168,3.4836,51.1703
4251.8529,10.219,5.8957,3.5805,49.6607
4246.3098,10.1907,5.9225,3.5758,46.6586
4248.8576,10.0173,5.8963,3.4877,49.0778
4224.8888,10.1134,5.9112,3.5139,47.2472
4258.4678,9.8678,5.8713,3.543,49.7141
4238.3511,9.6522,5.9056,3.5501,46.1208
4231.0569,9.8145,5.912,3.5685,43.8713
4228.6425,9.858,5.9127,3.5176,47.9829
4240.4165,10.2091,5.9203,3.4931,50.5177
4245.965,9.7594,5.9093,3.5514,44.8284
4228.7409,9.8434,5.8904,3.5099,46.7232
4229.269,9.9905,5.9156,3.5359,49.239
4213.3345,9.8307,5.8741,3.594,43.6009
4239.1708,10.1258,5.9179,3.5563,50.8047
4249.1979,10.5872,5.9226,3.4816,49.8292
4237.8096,10.588,5.9226,3.4816,50.2052
4251.5809,10.597,5.9226,3.4816,50.8935
4245.3058,10.5108,5.9226,3.4816,50.317
4256.784,10.4789,5.9226,3.4816,50.2804
4254.2186,10.4721,5.9226,3.4816,49.406
4260.6911,10.4677,5.9226,3.4816,49.6619
4250.7461,10.4393,5.9226,3.4816,49.4645
4237.3498,10.3695,5.9226,3.4816,49.9848
4249.3545,10.4213,5.9226,3.4816,50.4903
4245.4843,10.4502,5.9226,3.4816,49.5148
4248.8905,10.5242,5.9226,3.4816,50.3509
4245.4807,10.3724,5.9226,3.4816,50.8055
4238.3116,10.3164,5.9226,3.4816,50.5036
4249.7345,10.4856,5.9226,3.4816,49.9368
4261.4222,10.4291,5.9226,3.4816,50.2057
4237.8249,10.4472,5.9226,3.4816,49.8422
4241.9809,10.5314,5.9226,3.4816,49.4038
4239.2525,10.571,5.9226,3.4816,49.4644
4236.7593,10.3757,5.9226,3.4816,50.2488
4389.6073,11.408,8.0297,3.7503,51.7357
4376.1467,11.679,7.8794,3.7512,49.8081
4371.4282,11.6537,7.4578,3.7513,49.6622
4373.323,11.5706,7.6495,3.7519,50.2369
4391.2157,11.6635,8.0058,3.7513,50.8638
4398.6346,11.5121,7.6139,3.7506,50.7519
4373.2943,11.4724,7.6197,3.7513,51.5933
4375.2026,11.6071,7.9695,3.751,50.7737
4398.0443,11.5017,7.7447,3.7519,50.527
4377.231,11.6281,7.6462,3.7519,50.7785
4386.6499,11.4925,7.5497,3.7503,51.1643
4377.5413,11.5055,7.6314,3.7509,49.5832
4384.9711,11.4363,7.7619,3.7509,51.3654
4377.2627,11.6573,7.6883,3.7505,49.8692
4379.4992,11.5025,7.9317,3.7516,50.6326
4377.3976,11.4797,8.0309,3.7509,50.129
4390.8027,11.685,7.5208,3.752,50.3841
4384.8957,11.5089,7.5068,3.752,51.0492
4389.3451,11.6665,7.4776,3.7505,49.9307
4393.4688,11.5119,8.0409,3.7504,50.1788
4351.2503,11.594,8.0653,3.7521,51.477
4360.7663,11.6704,7.7702,3.7519,51.4824
4347.6221,11.4471,7.7921,3.7505,51.2558
4356.6274,11.6589,7.9066,3.7505,50.3042
4369.3689,11.6125,7.8666,3.7518,51.0078
4352.2956,11.6824,7.9279,3.7512,51.1232
4358.0191,11.3932,7.9407,3.7517,51.5096
4351.4767,11.6898,7.8269,3.7514,50.1519
4365.8633,11.6354,7.9976,3.7517,51.1172
4361.8073,11.551,7.8002,3.752,50.3658
4352.3524,11.5773,7.9766,3.7515,50.7598
4368.5417,11.5623,8.0334,3.7516,51.1703
4355.4221,11.7004,8.0869,3.7507,50.3096
4369.4687,11.4949,7.8104,3.7504,50.4684
4360.3725,11.5944,7.8391,3.7517,51.0184
4355.1632,11.6397,7.9842,3.7516,50.4183
4367.7378,11.4378,7.8884,3.7515,50.273
4352.2714,11.4152,7.9732,3.7507,51.0798
4351.0067,11.5446,7.9447,3.752,51.243
4350.5625,11.5404,7.7778,3.7511,50.7919
4351.8349,11.1577,7.773,3.7515,52.5503
4347.2284,11.2275,7.8111,3.7514,52.0068
4349.7194,11.0659,7.9393,3.7514,51.1245
4348.9478,11.1218,7.913,3.752,52.0962
4349.7688,11.045,8.0468,3.7511,52.6919
4351.9107,11.0226,7.8213,3.752,51.5739
4349.6472,11.0667,7.887,3.7518,51.5666
4352.0751,11.0336,7.9705,3.7516,50.9441
4347.1579,11.2606,7.8754,3.7513,50.2921
4347.5486,11.3214,8.0702,3.7519,50.5931
4345.3244,11.3051,8.0029,3.7521,50.3512
4352.8916,11.1146,8.0342,3.7511,51.3583
4347.047,11.1632,8.0634,3.7517,50.1238
4348.1755,11.3678,7.928,3.752,52.5857
4348.9458,11.2991,7.826,3.7512,51.8456
4348.1507,11.0476,7.9,3.7512,50.1023
4353.2821,11.2485,8.0018,3.7513,50.181
4349.5666,11.1155,7.9307,3.7512,50.6651
4346.126,11.1823,7.8526,3.7514,51.3351
4345.9447,11.2702,8.0221,3.7514,50.4444
4367.4676,10.926,8.0827,3.7511,52.7964
4362.3114,10.9008,7.9237,3.7511,51.1099
4369.5998,10.9221,7.965,3.7511,51.9854
4355.9266,10.9234,7.8116,3.7511,50.9847
4374.743,10.9047,7.9238,3.7511,51.7917
4373.2852,10.9286,7.7903,3.7511,51.7919
4371.8711,10.9586,8.0824,3.7511,52.7012
4361.0269,10.8555,8.0831,3.7511,52.7002
4371.7364,10.8406,7.9948,3.7511,52.6028
4376.7333,10.934,8.0404,3.7511,51.4222
4372.6693,10.8585,7.8656,3.7511,52.2508
4372.959,10.972,7.8871,3.7511,50.8417
4379.6525,10.927,7.8779,3.7511,50.8045
4379.4428,10.9487,8.0071,3.7511,50.5547
4377.1366,10.8579,7.8069,3.7511,51.669
4363.8097,10.9421,7.9044,3.7511,52.2995
4366.5768,10.9268,7.808,3.7511,52.2857
4360.2389,10.9382,7.7927,3.7511,51.5566
4367.949,10.9941,7.9481,3.7511,51.0277
4369.7001,10.9719,8.0643,3.7511,52.0008
4326.1084,13.6518,7.7196,5.0074,55.128
4319.8913,14.0173,7.8324,5.254,55.3203
4333.8837,13.7713,7.7196,5.1678,55.6205
4330.1491,13.9827,7.749,4.9147,54.8044
4322.2931,13.4908,7.7418,5.0222,55.4027
4321.1163,13.9114,7.8187,5.0463,55.2538
4332.8362,13.8869,7.779,5.267,55.0979
4326.3372,13.5511,7.766,5.1861,55.5848
4327.6401,13.9219,7.7254,5.0977,55.0544
4325.9709,13.4794,7.7565,5.1282,54.8232
4329.2242,13.5505,7.8134,4.9149,55.3139
4324.0238,13.6211,7.7116,5.1432,55.3038
4327.6517,14.1004,7.8513,4.8914,54.9841
4318.9507,13.6511,7.8425,5.0987,55.497
4321.0598,14.0289,7.7488,5.269,55.7092
4328.6258,13.8067,7.8556,4.9837,55.6893
4317.0862,13.7678,7.8127,5.0086,54.7672
4328.4255,14.1315,7.7105,5.272,54.8808
4324.6998,13.6597,7.7523,5.1396,54.6555
4317.3062,13.9149,7.8059,4.9656,55.2859
4321.8464,14.0723,7.7902,5.208,55.1687
4336.1553,14.08,7.8057,5.2326,53.72
4358.9371,13.8256,7.8564,5.2676,51.3924
4334.3152,13.8519,7.7921,5.17,53.033
4373.8153,13.5275,7.8461,5.2443,53.9078
4326.0069,13.459,7.8251,5.2687,54.6923
4353.3256,13.9736,7.8063,5.257,53.5565
4389.8248,13.8144,7.8076,5.2442,51.0403
4342.6118,13.7183,7.8173,5.2294,55.1041
4374.4976,14.066,7.7908,5.166,53.4108
4318.3627,13.4587,7.7835,5.2687,51.5252
4347.9892,13.9961,7.788,5.2296,55.4979
4373.2447,14.0709,7.8538,5.2524,52.3323
4371.3913,14.0406,7.7808,5.2687,50.929
4380.8326,13.6462,7.8196,5.1731,54.3265
4322.2862,13.6702,7.8365,5.1623,55.0565
4376.3643,13.439,7.8266,5.2066,52.3633
4342.6523,13.7668,7.8189,5.2306,51.2685
4395.281,13.6238,7.8289,5.1688,52.7266
4388.1163,13.7242,7.8046,5.2002,51.3148
4312.4719,12.7491,7.8086,5.133,50.6047
4311.107,13.2822,7.8371,5.1097,49.9617
4379.4405,13.1626,7.794,5.1491,50.4295
4349.6747,12.9834,7.8116,5.1147,50.3466
4347.3744,12.9803,7.8338,5.1085,50.6479
4341.4929,13.1108,7.8091,5.1152,49.8877
4310.1593,13.3462,7.7823,5.114,50.1101
4322.7982,12.7222,7.8458,5.1253,49.9799
4333.1819,13.1234,7.8288,5.1092,49.9036
4392.6525,12.8256,7.8058,5.1575,50.7493
4349.7304,13.2441,7.7902,5.1462,49.7367
4391.5713,13.301,7.8041,5.1067,50.2561
4345.0785,13.0282,7.8163,5.1236,49.9609
4346.8081,13.1959,7.8112,5.1308,49.9755
4373.7378,13.1516,7.8294,5.1246,49.8738
4388.5968,12.7266,7.8367,5.1315,50.647
4323.3126,13.0294,7.7982,5.1252,50.3022
4357.4486,12.6647,7.7866,5.1528,50.118
4319.4874,13.2811,7.846,5.1459,49.758
4306.0906,13.2747,7.8546,5.158,49.8693
4311.7296,13.0692,7.8151,5.1036,54.4037
4306.0368,12.6507,7.7879,5.1036,52.7531
4332.3831,12.7097,7.8362,5.1036,52.7543
4338.9043,13.2434,7.8115,5.1036,54.19
4372.8296,13.9998,7.844,5.1036,49.8642
4359.2692,13.6675,7.7976,5.1036,54.3509
4348.0546,13.8696,7.854,5.1036,51.8311
4311.1743,12.9271,7.833,5.1036,49.8722
4323.8314,13.2598,7.8449,5.1036,53.6162
4363.7817,12.8404,7.8376,5.1036,50.497
4316.59,14.0992,7.8272,5.1036,50.4394
4320.4197,13.6074,7.8027,5.1036,52.8767
4327.0379,13.3733,7.7889,5.1036,51.0227
4382.1469,12.9283,7.808,5.1036,51.3902
4360.7469,14.371,7.7978,5.1036,51.7997
4379.7953,13.9212,7.7902,5.1036,51.8239
4359.5512,14.1632,7.7923,5.1036,51.7174
4368.717,13.3464,7.7952,5.1036,52.897
4334.4226,12.8799,7.8396,5.1036,50.5606
4331.356,14.3261,7.8015,5.1036,50.6725
4239.3668,9.2947,5.2939,2.453,43.6455
4298.6677,9.2998,5.2615,2.4635,45.1628
4310.2431,9.4067,5.2491,2.4607,44.6196
4309.6223,9.185,5.3278,2.459,45.2186
4280.6714,9.3317,5.2406,2.4573,44.093
4285.6619,9.3124,5.3236,2.4631,45.1719
4315.6115,9.2868,5.2771,2.4515,43.1649
4304.517,9.2419,5.2576,2.4493,44.4631
4244.4639,9.1509,5.3025,2.4517,44.8728
4313.9504,9.2897,5.2968,2.451,43.6527
4233.5982,9.2887,5.2631,2.4511,45.155
4277.1919,9.2501,5.3043,2.4649,44.7916
4312.6556,9.2756,5.2964,2.454,44.9273
4253.3384,9.3886,5.3192,2.4519,44.3839
4236.1299,9.2328,5.3036,2.465,44.8545
4273.4211,9.3472,5.3282,2.4552,43.859
4244.5533,9.267,5.3109,2.4492,43.6323
4297.0035,9.2532,5.3098,2.464,43.8232
4288.2731,9.3426,5.2493,2.4579,44.4077
4295.1497,9.3103,5.2529,2.4552,44.9347
4238.3348,9.1262,5.3172,2.4543,44.035
4236.3742,8.7778,5.2918,2.4553,43.5468
4240.5493,8.7874,5.3022,2.4515,41.5456
4242.9652,9.0094,5.3011,2.4508,42.6227
4232.3863,8.6208,5.3304,2.4512,40.9832
4230.2741,9.0778,5.2886,2.4555,44.4128
4231.3506,9.4138,5.3323,2.4468,41.6973
4231.3539,9.0071,5.3195,2.4477,42.3565
4236.1217,8.8445,5.304,2.4538,44.2158
4228.8257,8.7092,5.3241,2.4533,43.2278
4228.7187,9.2079,5.2948,2.4532,43.5619
4235.1471,9.1723,5.3087,2.4529,42.6893
4234.2921,8.9202,5.2998,2.4497,41.8136
4228.6987,9.3666,5.3265,2.4465,44.8424
4237.5777,8.6514,5.3203,2.455,41.7224
4236.0662,8.8718,5.3134,2.4461,41.6369
4237.7703,9.0191,5.3022,2.4552,43.756
4232.7287,8.9821,5.3224,2.4495,43.427
4239.4188,9.038,5.3028,2.4484,42.8078
4238.4813,9.3059,5.305,2.4497,42.2478
4242.2978,8.6222,5.3245,2.4557,44.9386
4242.9238,8.576,5.3293,2.4558,45.0215
4242.6317,8.6245,5.3221,2.4557,43.0379
4242.5547,8.6329,5.3237,2.4557,43.254
4242.3108,8.5809,5.32,2.4556,46.089
4242.9874,8.6341,5.2967,2.4555,44.0268
4242.367,8.5916,5.3024,2.4557,45.5155
4242.6588,8.5878,5.3309,2.4554,42.4313
4242.6266,8.5895,5.3221,2.4558,44.2923
4242.2076,8.5902,5.2966,2.4558,44.1096
4242.7262,8.6017,5.3166,2.4557,46.1274
4242.018,8.616,5.3088,2.4556,41.4069
4242.8522,8.5835,5.3149,2.4557,43.637
4242.2543,8.6289,5.2998,2.4556,43.7505
4242.3337,8.6256,5.321,2.456,41.4298
4242.3471,8.5892,5.2991,2.4554,45.8111
4242.5914,8.612,5.3047,2.4555,45.702
4242.7227,8.5906,5.312,2.456,43.3061
4242.1117,8.5966,5.29,2.456,45.1497
4242.898,8.6106,5.2912,2.456,41.7434
4296.5846,8.9498,5.2909,2.4554,44.3581
4248.7307,8.6875,5.3317,2.4554,45.4973
4305.8248,8.865,5.3266,2.4554,44.9105
4302.0826,9.0445,5.2945,2.4554,43.6471
4257.4419,9.0463,5.3079,2.4554,45.7016
4243.6953,8.7713,5.3067,2.4554,45.3602
4242.9891,9.0538,5.306,2.4554,44.7911
4259.8274,9.1276,5.3099,2.4554,45.2525
4315.2722,9.0921,5.2916,2.4554,43.7915
4294.8708,8.7345,5.334,2.4554,43.192
4299.1912,8.6987,5.3145,2.4554,45.8194
4296.6906,8.7749,5.3322,2.4554,45.5726
4284.0179,9.1257,5.3113,2.4554,44.0967
4291.083,8.6868,5.2861,2.4554,45.133
4268.8097,8.9763,5.306,2.4554,43.2358
4283.0539,8.6741,5.3164,2.4554,43.2402
4248.9131,9.1004,5.3288,2.4554,44.2824
4242.9609,9.1292,5.3305,2.4554,43.5961
4283.6658,9.1274,5.3255,2.4554,45.0493
4306.4267,9.0817,5.294,2.4554,44.3197
4291.7213,10.9956,5.505,3.5266,45.5424
4282.9447,10.9956,5.4614,3.5053,44.9347
4287.6943,10.9956,5.5828,3.5147,45.4687
4286.1358,10.9956,5.4484,3.4951,45.1643
4294.1868,10.9956,5.5913,3.5034,44.8271
4297.443,10.9956,5.5037,3.5071,45.0483
4283.3541,10.9956,5.458,3.4946,45.4031
4285.6045,10.9956,5.5361,3.5107,44.4199
4296.6694,10.9956,5.5933,3.5156,44.7005
4294.2397,10.9956,5.6218,3.5324,45.5523
4292.5666,10.9956,5.6002,3.4961,44.7105
4296.8384,10.9956,5.5191,3.4931,45.0766
4285.0765,10.9956,5.4359,3.5019,45.4227
4294.0744,10.9956,5.5403,3.495,45.5569
4284.4153,10.9956,5.5233,3.5132,45.0684
4281.7633,10.9956,5.5232,3.502,44.291
4289.2894,10.9956,5.4807,3.533,44.1878
4286.793,10.9956,5.6188,3.5173,45.0184
4287.9744,10.9956,5.4525,3.5121,44.9457
4286.3886,10.9956,5.6026,3.5253,45.5092
4307.1818,10.9956,5.6212,3.5192,43.4273
4302.3757,10.9956,5.5597,3.5082,43.6666
4303.434,10.9956,5.5575,3.5308,44.0652
4309.3368,10.9956,5.5547,3.5287,44.8193
4299.4462,10.9956,5.5799,3.5267,42.8092
4302.2934,10.9956,5.6054,3.5219,44.0168
4302.536,10.9956,5.6455,3.5015,45.4768
4300.1797,10.9956,5.5778,3.5068,43.5698
4306.669,10.9956,5.6387,3.4966,44.0755
4305.2897,10.9956,5.5849,3.5051,45.3944
4309.9584,10.9956,5.5783,3.532,43.0152
4304.4637,10.9956,5.566,3.4967,44.618
4305.7677,10.9956,5.5582,3.4968,44.9058
4309.0259,10.9956,5.564,3.5301,45.2372
4306.7717,10.9956,5.6477,3.5283,44.6732
4305.0862,10.9956,5.5605,3.5193,44.9094
